"Election","JurisdictionName","ReportingCountyName","DataEntryJurisdictionName","DataEntryLevelName","Office","OfficeCategory","BallotOrder","NameonBallot","PoliticalParty","Winner","NumberofOfficeSeats","TotalVotes"
"2024 General Election","Statewide","Cedar County","Urban-North-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Nala Baozun Scott Johnson Jr (W/I)","Other","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Paij Boring (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Peter Sonski (W/I)","American Solidarity","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Robert F. Kennedy Jr. & Nicole  Shanahan","We The People","No",1,8
"2024 General Election","Statewide","Cedar County","Urban-North-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Shondra Irving (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Susan Maude Buchser (W/I)","Other","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Tom Hoefling & Andy  Prior  (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"William Cody Nalbach (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"André Ramon Mcneil Sr. (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Carol Asher (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Chase Oliver & Mike  Ter Maat","Libertarian","No",1,1
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Cherunda Lynn Fox (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Claudia De La Cruz & Karina  Garcia  (W/I)","Party For Socialism And Liberation","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Cornel West & Melina  Abdullah  (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Donald J Trump & Jd  Vance","Republican","Yes",1,138
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Doug Jenkins (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Kamala D. Harris & Tim  Walz","Democratic","No",1,79
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Nala Baozun Scott Johnson Jr (W/I)","Other","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Paij Boring (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Peter Sonski (W/I)","American Solidarity","No",1,1
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Robert F. Kennedy Jr. & Nicole  Shanahan","We The People","No",1,1
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Shondra Irving (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Susan Maude Buchser (W/I)","Other","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Tom Hoefling & Andy  Prior  (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-2","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"William Cody Nalbach (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"André Ramon Mcneil Sr. (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Carol Asher (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Chase Oliver & Mike  Ter Maat","Libertarian","No",1,3
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Cherunda Lynn Fox (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Claudia De La Cruz & Karina  Garcia  (W/I)","Party For Socialism And Liberation","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Cornel West & Melina  Abdullah  (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Donald J Trump & Jd  Vance","Republican","Yes",1,227
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Doug Jenkins (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Kamala D. Harris & Tim  Walz","Democratic","No",1,101
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Nala Baozun Scott Johnson Jr (W/I)","Other","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Paij Boring (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Peter Sonski (W/I)","American Solidarity","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Robert F. Kennedy Jr. & Nicole  Shanahan","We The People","No",1,3
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Shondra Irving (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Susan Maude Buchser (W/I)","Other","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Tom Hoefling & Andy  Prior  (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-North-3","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"William Cody Nalbach (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-South-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"André Ramon Mcneil Sr. (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-South-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Carol Asher (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-South-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Chase Oliver & Mike  Ter Maat","Libertarian","No",1,5
"2024 General Election","Statewide","Cedar County","Urban-South-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Cherunda Lynn Fox (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-South-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Claudia De La Cruz & Karina  Garcia  (W/I)","Party For Socialism And Liberation","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-South-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Cornel West & Melina  Abdullah  (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-South-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Donald J Trump & Jd  Vance","Republican","Yes",1,257
"2024 General Election","Statewide","Cedar County","Urban-South-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Doug Jenkins (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Cedar County","Urban-South-1","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Kamala D. Harris & Tim  Walz","Democratic","No",1,271
